Date,Customer Acquisition Type,Country,Product,Units,Price,Revenue,Delivery Performance,Return,Customer Satisfaction
4/24/2020,Organic,United Kingdoms,Product 1,31,300,9300,On-time,No,Very good
4/24/2020,Organic,Poland,Product 2,23,500,11500,Delayed,No,Very good
4/24/2020,Ad,Germany,Product 2,32,500,16000,On-time,No,Good
4/24/2020,Returning,United Kingdoms,Product 4,7,400,2800,Delayed,Yes,Ok
4/24/2020,Returning,Poland,Product 2,36,500,18000,On-time,No,Good
4/24/2020,Ad,Germany,Product 5,5,200,1000,On-time,No,Good
4/24/2020,Organic,Poland,Product 5,44,200,8800,On-time,No,Low
4/24/2020,Organic,Germany,Product 2,48,500,24000,On-time,No,Very low
4/24/2020,Ad,Spain,Product 1,18,300,5400,On-time,No,Very good
4/25/2020,Returning,Poland,Product 2,38,500,19000,Delayed,No,Very good
4/25/2020,Returning,Spain,Product 2,10,500,5000,On-time,No,Low
4/25/2020,Organic,France,Product 1,13,300,3900,Delayed,No,Good
4/25/2020,Returning,Poland,Product 2,35,500,17500,On-time,No,Ok
4/25/2020,Ad,France,Product 2,31,500,15500,On-time,No,Ok
4/25/2020,Returning,United Kingdoms,Product 4,33,400,13200,On-time,No,Good
4/25/2020,Organic,United Kingdoms,Product 2,41,500,20500,Delayed,No,Very good
4/25/2020,Returning,France,Product 2,46,500,23000,Delayed,No,Very low
4/25/2020,Organic,France,Product 2,18,500,9000,On-time,No,Good
4/26/2020,Ad,Norway,Product 1,39,300,11700,Delayed,No,Ok
4/26/2020,Ad,France,Product 1,39,300,11700,On-time,No,Ok
4/26/2020,Returning,Poland,Product 1,38,300,11400,Delayed,No,Very good
4/26/2020,Returning,Norway,Product 4,2,400,800,Delayed,No,Good
4/26/2020,Ad,France,Product 5,43,200,8600,On-time,No,Good
4/26/2020,Returning,Poland,Product 2,9,500,4500,On-time,No,Good
4/26/2020,Organic,Germany,Product 5,13,200,2600,On-time,Yes,Ok
4/26/2020,Organic,Germany,Product 4,28,400,11200,On-time,No,Good
4/27/2020,Organic,United Kingdoms,Product 4,29,400,11600,On-time,No,Ok
4/27/2020,Organic,United Kingdoms,Product 1,21,300,6300,On-time,No,Good
4/27/2020,Returning,France,Product 2,29,500,14500,On-time,No,Very good
4/27/2020,Organic,France,Product 2,23,500,11500,On-time,No,Ok
4/27/2020,Ad,Poland,Product 2,48,500,24000,On-time,No,Very good
4/27/2020,Organic,Spain,Product 2,44,500,22000,On-time,No,Very good
4/27/2020,Organic,Germany,Product 2,5,500,2500,On-time,No,Good
4/27/2020,Returning,France,Product 2,16,500,8000,On-time,No,Good
4/27/2020,Ad,United Kingdoms,Product 3,4,100,400,On-time,No,Good
4/28/2020,Organic,Germany,Product 4,45,400,18000,On-time,No,Good
4/28/2020,Returning,Germany,Product 5,6,200,1200,On-time,No,Good
4/28/2020,Returning,United Kingdoms,Product 2,2,500,1000,On-time,No,Ok
4/28/2020,Returning,Poland,Product 4,5,400,2000,On-time,No,Good
4/28/2020,Ad,Germany,Product 2,6,500,3000,On-time,No,Good
4/28/2020,Returning,Spain,Product 2,29,500,14500,On-time,No,Very good
4/28/2020,Returning,United Kingdoms,Product 4,44,400,17600,On-time,No,Very good
4/28/2020,Ad,Poland,Product 2,45,500,22500,On-time,No,Very low
4/28/2020,Ad,Poland,Product 2,27,500,13500,Delayed,No,Low
4/29/2020,Ad,United Kingdoms,Product 2,33,500,16500,Delayed,Yes,Very good
4/29/2020,Ad,Poland,Product 4,15,400,6000,On-time,No,Good
4/29/2020,Returning,Spain,Product 1,29,300,8700,On-time,No,Very good
4/29/2020,Returning,Norway,Product 2,36,500,18000,On-time,No,Very good
4/29/2020,Organic,Poland,Product 2,39,500,19500,On-time,No,Ok
4/29/2020,Organic,United Kingdoms,Product 3,45,100,4500,On-time,No,Very low
4/29/2020,Organic,France,Product 4,35,400,14000,On-time,No,Good
4/29/2020,Ad,Germany,Product 2,24,500,12000,On-time,No,Good
4/29/2020,Organic,Germany,Product 1,11,300,3300,On-time,No,Ok
4/29/2020,Organic,Norway,Product 2,17,500,8500,On-time,No,Good
4/29/2020,Returning,Poland,Product 1,9,300,2700,On-time,No,Very good
4/29/2020,Organic,Germany,Product 4,30,400,12000,On-time,Yes,Very good
4/29/2020,Ad,Poland,Product 1,29,300,8700,On-time,No,Very low
4/29/2020,Organic,United Kingdoms,Product 4,14,400,5600,Delayed,No,Very low
4/29/2020,Returning,Poland,Product 5,33,200,6600,On-time,No,Very good
4/29/2020,Ad,Poland,Product 3,20,100,2000,On-time,No,Good
4/29/2020,Returning,Poland,Product 4,10,400,4000,On-time,No,Ok
4/30/2020,Organic,France,Product 2,17,500,8500,Delayed,No,Good
4/30/2020,Returning,Poland,Product 2,3,500,1500,On-time,No,Ok
4/30/2020,Ad,United Kingdoms,Product 2,23,500,11500,On-time,No,Good
4/30/2020,Ad,France,Product 1,12,300,3600,On-time,No,Ok
4/30/2020,Organic,United Kingdoms,Product 4,36,400,14400,On-time,No,Very good
4/30/2020,Organic,France,Product 1,39,300,11700,On-time,No,Good
4/30/2020,Returning,Poland,Product 1,30,300,9000,Delayed,No,Very low
4/30/2020,Returning,Poland,Product 4,45,400,18000,Delayed,No,Good
4/30/2020,Returning,Germany,Product 1,26,300,7800,Delayed,No,Ok
4/30/2020,Ad,France,Product 1,6,300,1800,Delayed,No,Very good
4/30/2020,Ad,United Kingdoms,Product 4,24,400,9600,On-time,No,Good
4/30/2020,Organic,Poland,Product 4,17,400,6800,On-time,No,Very good
4/30/2020,Organic,Poland,Product 2,33,500,16500,On-time,Yes,Good
4/30/2020,Organic,Spain,Product 5,34,200,6800,On-time,No,Low
4/30/2020,Ad,Spain,Product 2,44,500,22000,Delayed,No,Very good
4/30/2020,Returning,Spain,Product 1,26,300,7800,On-time,No,Good
4/30/2020,Ad,Germany,Product 4,10,400,4000,Delayed,Yes,Low
5/1/2020,Organic,United Kingdoms,Product 1,36,300,10800,On-time,No,Low
5/1/2020,Organic,Spain,Product 3,34,100,3400,On-time,No,Good
5/1/2020,Returning,United Kingdoms,Product 2,17,500,8500,On-time,No,Good
5/1/2020,Organic,Germany,Product 4,30,400,12000,On-time,No,Very good
5/1/2020,Returning,Norway,Product 2,21,500,10500,On-time,No,Very good
5/1/2020,Organic,United Kingdoms,Product 2,16,500,8000,Delayed,No,Good
5/1/2020,Returning,France,Product 1,48,300,14400,Delayed,No,Good
5/1/2020,Organic,Poland,Product 5,5,200,1000,Delayed,Yes,Good
5/1/2020,Organic,Norway,Product 3,7,100,700,Delayed,No,Good
5/2/2020,Ad,Poland,Product 2,31,500,15500,On-time,No,Very good
5/2/2020,Ad,Norway,Product 2,13,500,6500,On-time,Yes,Good
5/2/2020,Organic,Poland,Product 3,4,100,400,On-time,No,Good
5/2/2020,Returning,United Kingdoms,Product 4,42,400,16800,On-time,No,Good
5/2/2020,Organic,United Kingdoms,Product 4,34,400,13600,On-time,No,Good
5/2/2020,Returning,Norway,Product 1,4,300,1200,On-time,No,Good
5/2/2020,Returning,Germany,Product 4,21,400,8400,On-time,Yes,Very good
5/2/2020,Organic,Germany,Product 2,7,500,3500,On-time,No,Very good
5/2/2020,Organic,Poland,Product 5,39,200,7800,On-time,No,Very low
5/2/2020,Ad,United Kingdoms,Product 4,32,400,12800,Delayed,No,Good
5/2/2020,Ad,Poland,Product 3,31,100,3100,On-time,No,Very good
5/2/2020,Organic,Germany,Product 3,5,100,500,On-time,No,Very low
5/3/2020,Ad,Germany,Product 3,48,100,4800,On-time,Yes,Very good
5/3/2020,Returning,France,Product 4,8,400,3200,On-time,No,Very good
5/3/2020,Organic,Spain,Product 2,34,500,17000,On-time,No,Very good
5/3/2020,Returning,United Kingdoms,Product 1,42,300,12600,On-time,No,Ok
5/3/2020,Organic,Germany,Product 1,33,300,9900,On-time,Yes,Low
5/3/2020,Ad,Poland,Product 2,5,500,2500,On-time,No,Good
5/3/2020,Returning,Germany,Product 3,12,100,1200,On-time,Yes,Ok
5/3/2020,Returning,Poland,Product 2,5,500,2500,On-time,No,Ok
5/3/2020,Ad,United Kingdoms,Product 4,29,400,11600,On-time,No,Good
5/3/2020,Organic,France,Product 4,23,400,9200,On-time,Yes,Low
5/3/2020,Returning,Spain,Product 3,33,100,3300,On-time,Yes,Very good
5/3/2020,Ad,United Kingdoms,Product 5,28,200,5600,On-time,No,Good
5/3/2020,Returning,United Kingdoms,Product 1,24,300,7200,On-time,No,Good
5/3/2020,Organic,United Kingdoms,Product 2,30,500,15000,On-time,No,Good
5/3/2020,Ad,United Kingdoms,Product 2,29,500,14500,On-time,No,Very good
5/3/2020,Returning,Germany,Product 4,31,400,12400,On-time,No,Good
5/3/2020,Ad,France,Product 3,44,100,4400,On-time,No,Low
5/4/2020,Organic,France,Product 3,33,100,3300,On-time,Yes,Very good
5/4/2020,Ad,United Kingdoms,Product 2,44,500,22000,On-time,No,Ok
5/4/2020,Organic,Germany,Product 4,4,400,1600,On-time,No,Very good
5/4/2020,Ad,France,Product 2,5,500,2500,On-time,No,Very good
5/4/2020,Returning,Poland,Product 3,39,100,3900,On-time,Yes,Good
5/4/2020,Ad,Spain,Product 5,11,200,2200,On-time,No,Good
5/4/2020,Organic,France,Product 2,44,500,22000,On-time,No,Very good
5/4/2020,Ad,Germany,Product 1,15,300,4500,On-time,No,Good
5/4/2020,Ad,United Kingdoms,Product 5,40,200,8000,On-time,No,Very good
5/4/2020,Ad,France,Product 2,27,500,13500,On-time,No,Very low
5/4/2020,Organic,France,Product 1,30,300,9000,On-time,No,Good
5/5/2020,Organic,Poland,Product 4,3,400,1200,Delayed,No,Very low
5/5/2020,Ad,Poland,Product 4,45,400,18000,On-time,No,Very low
5/5/2020,Returning,Norway,Product 5,24,200,4800,On-time,Yes,Good
5/5/2020,Organic,Poland,Product 2,3,500,1500,On-time,No,Very good
5/5/2020,Organic,United Kingdoms,Product 2,6,500,3000,On-time,No,Good
5/5/2020,Organic,Poland,Product 2,36,500,18000,On-time,Yes,Very good
5/5/2020,Ad,France,Product 3,2,100,200,On-time,No,Very good
5/6/2020,Returning,United Kingdoms,Product 2,37,500,18500,On-time,No,Good
5/6/2020,Organic,Spain,Product 4,20,400,8000,On-time,No,Very good
5/6/2020,Ad,Spain,Product 3,5,100,500,On-time,Yes,Low
5/6/2020,Organic,Poland,Product 4,6,400,2400,On-time,No,Very good
5/6/2020,Returning,Poland,Product 2,41,500,20500,On-time,No,Good
5/6/2020,Organic,Germany,Product 4,3,400,1200,On-time,No,Very good
5/6/2020,Organic,Germany,Product 2,29,500,14500,On-time,No,Very good
5/6/2020,Organic,France,Product 4,9,400,3600,On-time,Yes,Very good
5/6/2020,Returning,United Kingdoms,Product 5,3,200,600,On-time,No,Good
5/6/2020,Ad,Germany,Product 4,29,400,11600,On-time,No,Ok
5/6/2020,Returning,Norway,Product 2,42,500,21000,On-time,No,Very good
5/6/2020,Organic,Germany,Product 1,9,300,2700,On-time,No,Good
5/6/2020,Returning,Germany,Product 4,29,400,11600,On-time,No,Ok
5/6/2020,Returning,Germany,Product 4,17,400,6800,On-time,No,Very good
5/6/2020,Organic,France,Product 4,11,400,4400,On-time,No,Good
5/6/2020,Organic,Poland,Product 2,8,500,4000,On-time,No,Good
5/7/2020,Organic,Spain,Product 1,35,300,10500,On-time,No,Good
5/7/2020,Returning,United Kingdoms,Product 2,15,500,7500,On-time,No,Very good
5/7/2020,Returning,Germany,Product 2,48,500,24000,Delayed,No,Low
5/7/2020,Organic,Poland,Product 4,22,400,8800,On-time,No,Very good
5/7/2020,Organic,Poland,Product 1,44,300,13200,On-time,No,Good
5/7/2020,Organic,United Kingdoms,Product 2,9,500,4500,On-time,No,Very good
5/7/2020,Returning,France,Product 4,2,400,800,On-time,No,Very low
5/7/2020,Returning,United Kingdoms,Product 4,20,400,8000,On-time,No,Good
5/7/2020,Ad,Germany,Product 2,8,500,4000,Delayed,No,Good
5/7/2020,Ad,Spain,Product 3,46,100,4600,On-time,No,Good
5/7/2020,Returning,Poland,Product 2,28,500,14000,Delayed,No,Good
5/7/2020,Organic,Spain,Product 1,21,300,6300,On-time,No,Very good
5/7/2020,Organic,Poland,Product 4,19,400,7600,On-time,No,Good
5/7/2020,Organic,Spain,Product 2,35,500,17500,Delayed,No,Good
5/8/2020,Organic,United Kingdoms,Product 4,32,400,12800,Delayed,No,Ok
5/8/2020,Organic,France,Product 2,28,500,14000,On-time,No,Ok
5/8/2020,Returning,Poland,Product 5,26,200,5200,On-time,No,Very good
5/8/2020,Ad,United Kingdoms,Product 4,8,400,3200,On-time,No,Very good
5/8/2020,Ad,Poland,Product 4,43,400,17200,On-time,No,Very good
5/8/2020,Organic,France,Product 2,35,500,17500,On-time,No,Very good
5/8/2020,Returning,Poland,Product 1,5,300,1500,On-time,No,Ok
5/8/2020,Organic,Poland,Product 5,33,200,6600,On-time,No,Ok
5/8/2020,Returning,Germany,Product 1,22,300,6600,On-time,No,Good
5/9/2020,Returning,Poland,Product 2,39,500,19500,On-time,Yes,Ok
5/9/2020,Ad,Germany,Product 2,37,500,18500,On-time,No,Very good
5/9/2020,Organic,France,Product 2,16,500,8000,On-time,No,Good
5/9/2020,Organic,Poland,Product 4,48,400,19200,On-time,No,Ok
5/9/2020,Returning,France,Product 2,34,500,17000,On-time,No,Ok
5/9/2020,Organic,Germany,Product 2,22,500,11000,On-time,No,Very good
5/9/2020,Organic,Germany,Product 4,8,400,3200,On-time,No,Very low
5/9/2020,Ad,Norway,Product 4,3,400,1200,On-time,No,Very low
5/10/2020,Returning,Spain,Product 4,47,400,18800,On-time,No,Ok
5/10/2020,Ad,Poland,Product 3,30,100,3000,On-time,No,Good
5/10/2020,Returning,United Kingdoms,Product 2,8,500,4000,On-time,No,Good
5/10/2020,Organic,Poland,Product 2,16,500,8000,On-time,No,Ok
5/10/2020,Ad,Poland,Product 1,22,300,6600,On-time,No,Ok
5/10/2020,Ad,Germany,Product 2,35,500,17500,On-time,No,Good
5/10/2020,Ad,Poland,Product 2,45,500,22500,On-time,No,Very low
5/10/2020,Returning,Germany,Product 1,5,300,1500,Delayed,No,Very good
5/10/2020,Returning,Poland,Product 4,22,400,8800,On-time,No,Very good
5/10/2020,Returning,Poland,Product 2,24,500,12000,On-time,No,Very good
5/10/2020,Returning,Poland,Product 4,23,400,9200,On-time,No,Very good
5/10/2020,Ad,United Kingdoms,Product 2,19,500,9500,On-time,No,Good
5/10/2020,Organic,France,Product 5,23,200,4600,Delayed,No,Good
5/10/2020,Organic,France,Product 4,32,400,12800,On-time,No,Very good
5/10/2020,Ad,United Kingdoms,Product 1,40,300,12000,On-time,No,Very good
5/10/2020,Organic,Poland,Product 4,41,400,16400,On-time,No,Good
5/10/2020,Organic,United Kingdoms,Product 2,27,500,13500,On-time,No,Very good
5/11/2020,Ad,Norway,Product 4,5,400,2000,On-time,No,Very good
5/11/2020,Ad,Germany,Product 4,33,400,13200,On-time,No,Very low
5/11/2020,Returning,Poland,Product 2,5,500,2500,On-time,No,Ok
5/11/2020,Organic,United Kingdoms,Product 2,34,500,17000,On-time,No,Good
5/11/2020,Organic,United Kingdoms,Product 4,10,400,4000,On-time,No,Good
5/11/2020,Organic,United Kingdoms,Product 5,9,200,1800,On-time,No,Low
5/11/2020,Ad,Norway,Product 3,5,100,500,On-time,Yes,Ok
5/11/2020,Organic,Spain,Product 1,40,300,12000,On-time,Yes,Very low
5/11/2020,Organic,Germany,Product 3,9,100,900,On-time,No,Very good
5/11/2020,Returning,Germany,Product 4,1,400,400,On-time,No,Ok
5/11/2020,Returning,Spain,Product 4,20,400,8000,On-time,No,Very good
5/11/2020,Returning,Poland,Product 3,46,100,4600,On-time,No,Good
5/12/2020,Organic,France,Product 2,27,500,13500,Delayed,Yes,Very good
5/12/2020,Organic,Germany,Product 5,21,200,4200,On-time,No,Good
5/12/2020,Organic,Spain,Product 2,48,500,24000,Delayed,No,Ok
5/12/2020,Returning,United Kingdoms,Product 2,37,500,18500,On-time,No,Very good
5/12/2020,Organic,Germany,Product 4,10,400,4000,On-time,Yes,Very good
5/12/2020,Organic,Poland,Product 1,18,300,5400,On-time,No,Good
5/12/2020,Returning,Germany,Product 1,21,300,6300,On-time,No,Very good
5/12/2020,Returning,Spain,Product 4,26,400,10400,On-time,No,Very good
5/12/2020,Returning,Poland,Product 4,17,400,6800,On-time,No,Low
5/13/2020,Organic,Germany,Product 1,13,300,3900,On-time,No,Very good
5/13/2020,Organic,Germany,Product 2,45,500,22500,On-time,No,Ok
5/13/2020,Returning,Poland,Product 3,19,100,1900,Delayed,No,Good
5/13/2020,Ad,France,Product 1,43,300,12900,On-time,No,Very good
5/13/2020,Returning,Poland,Product 2,23,500,11500,On-time,No,Low
5/13/2020,Organic,France,Product 1,2,300,600,On-time,No,Very good
5/13/2020,Ad,Poland,Product 1,29,300,8700,On-time,Yes,Very good
5/13/2020,Returning,Poland,Product 4,29,400,11600,On-time,No,Very low
5/13/2020,Returning,Poland,Product 4,22,400,8800,On-time,No,Very good
5/13/2020,Returning,United Kingdoms,Product 1,30,300,9000,On-time,No,Ok
5/13/2020,Organic,Poland,Product 4,14,400,5600,On-time,No,Ok
5/13/2020,Ad,France,Product 1,16,300,4800,On-time,No,Good
5/14/2020,Organic,France,Product 1,18,300,5400,On-time,No,Good
5/14/2020,Returning,Poland,Product 1,31,300,9300,On-time,No,Low
5/14/2020,Ad,Germany,Product 2,27,500,13500,Delayed,No,Very good
5/14/2020,Ad,United Kingdoms,Product 4,42,400,16800,On-time,No,Good
5/14/2020,Ad,Germany,Product 2,35,500,17500,On-time,No,Good
5/14/2020,Returning,United Kingdoms,Product 5,21,200,4200,Delayed,No,Good
5/14/2020,Organic,United Kingdoms,Product 5,18,200,3600,On-time,No,Very good
5/14/2020,Organic,Germany,Product 4,34,400,13600,On-time,No,Ok
5/15/2020,Ad,Spain,Product 1,43,300,12900,On-time,No,Low
5/15/2020,Organic,United Kingdoms,Product 5,6,200,1200,On-time,No,Good
5/15/2020,Ad,Poland,Product 4,9,400,3600,On-time,No,Ok
5/15/2020,Organic,Poland,Product 2,29,500,14500,On-time,No,Good
5/15/2020,Returning,Poland,Product 1,24,300,7200,On-time,No,Good
5/15/2020,Organic,United Kingdoms,Product 1,20,300,6000,On-time,No,Ok
5/15/2020,Ad,Poland,Product 2,37,500,18500,Delayed,No,Good
5/15/2020,Organic,Poland,Product 1,35,300,10500,On-time,Yes,Good
5/15/2020,Ad,France,Product 2,39,500,19500,On-time,No,Good
5/15/2020,Ad,Spain,Product 1,43,300,12900,On-time,Yes,Ok
5/15/2020,Returning,United Kingdoms,Product 4,2,400,800,On-time,No,Very good
5/15/2020,Returning,United Kingdoms,Product 3,47,100,4700,Delayed,No,Ok
5/15/2020,Returning,Germany,Product 2,5,500,2500,Delayed,No,Low
5/16/2020,Ad,Germany,Product 2,40,500,20000,Delayed,No,Ok
5/16/2020,Organic,Spain,Product 1,46,300,13800,On-time,No,Good
5/16/2020,Returning,Poland,Product 4,20,400,8000,Delayed,No,Good
5/16/2020,Returning,Spain,Product 2,42,500,21000,On-time,No,Low
5/16/2020,Ad,France,Product 4,26,400,10400,On-time,No,Ok
5/16/2020,Returning,Norway,Product 3,6,100,600,Delayed,No,Good
5/16/2020,Returning,Germany,Product 4,22,400,8800,On-time,No,Very low
5/16/2020,Organic,Poland,Product 4,47,400,18800,Delayed,No,Very good
5/16/2020,Organic,United Kingdoms,Product 4,22,400,8800,On-time,No,Very good
5/17/2020,Organic,Poland,Product 4,33,400,13200,On-time,No,Ok
5/17/2020,Ad,United Kingdoms,Product 5,32,200,6400,Delayed,No,Good
5/17/2020,Ad,Germany,Product 4,23,400,9200,On-time,No,Low
5/17/2020,Organic,Germany,Product 4,2,400,800,On-time,No,Ok
5/17/2020,Ad,Poland,Product 4,26,400,10400,On-time,No,Low
5/17/2020,Organic,United Kingdoms,Product 2,14,500,7000,Delayed,No,Good
5/17/2020,Ad,Germany,Product 2,21,500,10500,On-time,No,Very good
5/17/2020,Returning,Poland,Product 4,32,400,12800,Delayed,Yes,Good
5/17/2020,Returning,Poland,Product 5,43,200,8600,On-time,No,Good
5/17/2020,Ad,United Kingdoms,Product 2,27,500,13500,Delayed,No,Ok
5/17/2020,Ad,United Kingdoms,Product 2,33,500,16500,On-time,No,Good
5/17/2020,Organic,Norway,Product 4,26,400,10400,On-time,No,Very good
5/17/2020,Returning,Poland,Product 2,32,500,16000,On-time,No,Good
5/17/2020,Ad,France,Product 5,48,200,9600,On-time,No,Very good
5/17/2020,Organic,Poland,Product 2,49,500,24500,Delayed,No,Good
5/17/2020,Returning,United Kingdoms,Product 2,38,500,19000,On-time,No,Good
5/18/2020,Organic,France,Product 5,11,200,2200,On-time,No,Good
5/18/2020,Returning,Poland,Product 4,25,400,10000,On-time,No,Very good
5/18/2020,Organic,Poland,Product 4,5,400,2000,On-time,No,Ok
5/18/2020,Organic,France,Product 1,2,300,600,On-time,No,Very good
5/18/2020,Organic,Germany,Product 2,31,500,15500,On-time,No,Ok
5/18/2020,Organic,France,Product 3,41,100,4100,On-time,No,Good
5/19/2020,Ad,Poland,Product 3,4,100,400,On-time,No,Good
5/19/2020,Ad,France,Product 5,4,200,800,On-time,No,Good
5/19/2020,Organic,Poland,Product 2,31,500,15500,On-time,No,Very good
5/19/2020,Organic,Spain,Product 2,49,500,24500,Delayed,No,Low
5/19/2020,Organic,France,Product 3,2,100,200,On-time,No,Good
5/19/2020,Organic,Poland,Product 4,3,400,1200,On-time,No,Ok
5/19/2020,Ad,United Kingdoms,Product 1,23,300,6900,Delayed,No,Good
5/19/2020,Organic,United Kingdoms,Product 4,32,400,12800,On-time,No,Very good
5/19/2020,Organic,Poland,Product 2,32,500,16000,On-time,No,Very good
5/19/2020,Returning,France,Product 2,42,500,21000,On-time,No,Good
5/19/2020,Organic,Poland,Product 3,3,100,300,On-time,No,Very low
5/19/2020,Organic,United Kingdoms,Product 5,28,200,5600,On-time,No,Ok
5/20/2020,Ad,United Kingdoms,Product 2,16,500,8000,On-time,No,Ok
5/20/2020,Organic,Poland,Product 4,28,400,11200,On-time,No,Ok
5/20/2020,Ad,Germany,Product 4,29,400,11600,On-time,No,Very good
5/20/2020,Organic,Norway,Product 2,12,500,6000,Delayed,No,Good
5/20/2020,Ad,France,Product 2,47,500,23500,On-time,No,Very good
5/20/2020,Organic,Germany,Product 4,39,400,15600,On-time,No,Very good
5/20/2020,Returning,Germany,Product 4,10,400,4000,On-time,No,Ok
5/20/2020,Returning,Norway,Product 2,34,500,17000,On-time,No,Good
5/20/2020,Ad,Germany,Product 1,13,300,3900,On-time,No,Very good
5/20/2020,Returning,Germany,Product 3,7,100,700,On-time,Yes,Good
5/20/2020,Returning,Poland,Product 4,47,400,18800,On-time,No,Very good
5/21/2020,Organic,Poland,Product 5,6,200,1200,On-time,No,Good
5/21/2020,Ad,Norway,Product 2,19,500,9500,Delayed,No,Very good
5/21/2020,Returning,Poland,Product 1,38,300,11400,On-time,No,Good
5/21/2020,Organic,Norway,Product 2,33,500,16500,On-time,No,Very good
5/21/2020,Organic,Poland,Product 2,13,500,6500,On-time,Yes,Very good
5/22/2020,Ad,Germany,Product 1,33,300,9900,Delayed,Yes,Ok
5/22/2020,Ad,Poland,Product 4,48,400,19200,On-time,No,Ok
5/22/2020,Organic,United Kingdoms,Product 2,38,500,19000,On-time,No,Very good
5/22/2020,Returning,Germany,Product 2,15,500,7500,On-time,No,Low
5/22/2020,Ad,Spain,Product 1,12,300,3600,On-time,No,Good
5/22/2020,Organic,Poland,Product 2,35,500,17500,On-time,No,Good
5/22/2020,Organic,Poland,Product 2,40,500,20000,On-time,No,Very good
5/22/2020,Returning,Poland,Product 2,48,500,24000,On-time,No,Good
5/23/2020,Returning,Germany,Product 4,18,400,7200,On-time,No,Good
5/23/2020,Ad,France,Product 4,28,400,11200,On-time,Yes,Ok
5/23/2020,Returning,Spain,Product 3,22,100,2200,On-time,No,Good
5/23/2020,Returning,Norway,Product 5,26,200,5200,Delayed,No,Ok
5/23/2020,Returning,United Kingdoms,Product 4,30,400,12000,On-time,No,Very good
5/23/2020,Returning,Poland,Product 2,42,500,21000,Delayed,Yes,Ok
5/23/2020,Ad,Spain,Product 5,5,200,1000,On-time,No,Very low
5/23/2020,Organic,Germany,Product 5,8,200,1600,On-time,No,Low
5/23/2020,Ad,Poland,Product 4,39,400,15600,On-time,No,Good
5/23/2020,Organic,Poland,Product 2,24,500,12000,On-time,No,Good
5/23/2020,Returning,Poland,Product 4,35,400,14000,Delayed,No,Very low
5/24/2020,Returning,Poland,Product 3,7,100,700,Delayed,Yes,Good
5/24/2020,Returning,Poland,Product 4,21,400,8400,On-time,Yes,Good
5/24/2020,Ad,Poland,Product 3,18,100,1800,On-time,No,Good
5/24/2020,Organic,France,Product 4,26,400,10400,On-time,No,Good
5/24/2020,Returning,France,Product 4,33,400,13200,On-time,No,Very low
5/24/2020,Organic,United Kingdoms,Product 4,30,400,12000,On-time,Yes,Very good
5/24/2020,Ad,Poland,Product 2,4,500,2000,On-time,No,Very good
5/24/2020,Organic,United Kingdoms,Product 4,47,400,18800,On-time,No,Very good
5/24/2020,Organic,Spain,Product 4,28,400,11200,On-time,No,Ok
5/24/2020,Ad,Poland,Product 1,6,300,1800,On-time,No,Ok
5/24/2020,Organic,Poland,Product 4,11,400,4400,On-time,No,Very good
5/24/2020,Ad,United Kingdoms,Product 5,22,200,4400,On-time,No,Ok
5/24/2020,Ad,Poland,Product 4,25,400,10000,On-time,No,Good
5/25/2020,Ad,United Kingdoms,Product 4,45,400,18000,On-time,Yes,Ok
5/25/2020,Ad,Spain,Product 5,45,200,9000,Delayed,No,Very good
5/25/2020,Organic,Poland,Product 1,4,300,1200,Delayed,Yes,Good
5/25/2020,Organic,Poland,Product 2,4,500,2000,Delayed,No,Very good
5/25/2020,Ad,United Kingdoms,Product 1,34,300,10200,On-time,No,Very good
5/25/2020,Organic,Spain,Product 1,40,300,12000,On-time,No,Very good
5/25/2020,Organic,Spain,Product 3,37,100,3700,On-time,No,Good
5/25/2020,Returning,United Kingdoms,Product 4,6,400,2400,On-time,No,Very good
5/25/2020,Returning,Poland,Product 3,36,100,3600,On-time,No,Good
5/25/2020,Ad,Poland,Product 1,7,300,2100,On-time,No,Good
5/25/2020,Organic,Poland,Product 3,1,100,100,On-time,No,Good
5/26/2020,Returning,Norway,Product 5,23,200,4600,On-time,No,Very low
5/26/2020,Organic,United Kingdoms,Product 4,46,400,18400,Delayed,No,Good
5/26/2020,Organic,Poland,Product 3,48,100,4800,Delayed,No,Good
5/26/2020,Organic,Poland,Product 1,3,300,900,On-time,Yes,Very good
5/26/2020,Ad,Poland,Product 3,38,100,3800,On-time,No,Good
5/26/2020,Ad,Norway,Product 5,47,200,9400,On-time,Yes,Very good
5/26/2020,Ad,Germany,Product 4,7,400,2800,On-time,No,Good
5/26/2020,Organic,France,Product 4,18,400,7200,On-time,No,Ok
5/26/2020,Returning,Poland,Product 1,35,300,10500,On-time,No,Very good
5/26/2020,Organic,Poland,Product 1,20,300,6000,Delayed,No,Very good
5/26/2020,Organic,United Kingdoms,Product 1,49,300,14700,On-time,No,Ok
5/26/2020,Ad,France,Product 5,42,200,8400,On-time,No,Good
5/27/2020,Returning,United Kingdoms,Product 1,45,300,13500,On-time,No,Good
5/27/2020,Organic,France,Product 2,6,500,3000,On-time,Yes,Good
5/27/2020,Organic,Poland,Product 4,23,400,9200,On-time,No,Good
5/27/2020,Ad,Germany,Product 2,45,500,22500,On-time,No,Very good
5/27/2020,Organic,United Kingdoms,Product 2,40,500,20000,On-time,No,Very low
5/27/2020,Organic,Germany,Product 2,34,500,17000,On-time,Yes,Good
